-308.403426	1477.800376	-794.291989	1705.844772	-89.630000	149.994000	1700.000000	1.000000	0.161503	-0.986850	0.006590	30.930158	3.646455	5.191692	7.480748	26.326653	97.208456	2.865509	0.166135	0.233955	0.595204	25.355035	3.175246	0.555179	2.773596	11.922776	36.300846	117.269869	20.808467	1.908099	4.288344	0.753904	0.243674	0.351526	0.876035	2.603683	8.831106	37.143676	58.694840	53.487891	8.961974	11.894073	13.120597	4.034600	1.000000	
-299.233437	1465.058496	-479.651270	1570.351040	-89.644000	159.992000	1564.000000	1.000000	0.134643	-0.990888	0.003606	37.808493	0.256588	0.462083	0.502628	12.054305	119.330820	0.481518	0.053176	0.103867	0.161615	28.784908	0.117457	0.088041	0.590815	10.443710	39.425036	127.446899	20.578130	0.694919	0.449070	0.126285	0.039638	0.114723	0.167748	3.617298	2.028864	52.200702	92.977330	32.550567	1.292522	12.850772	1.876865	0.322608	1.000000	
-291.125955	1452.874351	-203.541608	1495.669545	-89.658000	169.997000	1489.000000	1.000000	-0.023915	0.998143	-0.056032	67.678385	0.047180	0.197078	0.100667	1.006515	88.741310	0.292281	0.013276	0.095062	0.039815	41.788431	0.018294	0.026997	0.142891	0.872712	37.564154	118.382921	42.449983	0.407820	0.091777	0.042450	0.000000	0.107845	0.078958	0.219120	0.985079	63.473285	104.119218	29.595018	0.445120	0.601620	0.271093	0.103644	1.000000	
-283.256332	1440.186862	54.571423	1468.792153	-89.665000	179.995000	1462.000000	1.000000	-0.048855	-0.997210	0.056438	59.368400	0.021412	0.215058	0.087243	0.432992	105.127004	0.265861	0.031090	0.281490	0.061170	34.108280	0.021196	0.076794	0.102190	0.791052	40.430657	119.294709	38.543626	0.543353	0.074001	0.100002	0.022421	0.236614	0.160206	0.178524	3.992314	68.888447	88.232647	37.395355	0.439712	0.174998	0.168215	0.132968	1.000000	
-46.641770	1452.107388	54.074649	1453.862231	-80.321000	179.996000	1447.000000	1.000000	-0.072624	-0.995519	0.060565	53.995922	0.005393	0.217555	0.070196	0.294627	119.594792	0.137356	0.016932	0.256603	0.068805	25.341820	0.020789	0.068142	0.106141	1.814404	57.140233	101.378531	35.126590	4.202151	0.056413	0.078141	0.008466	0.251746	0.117509	0.192352	0.460762	79.011968	77.865472	41.386901	0.255578	0.165123	0.139081	0.153510	1.000000	
-44.007598	1468.267221	-201.834309	1482.728023	-79.996000	169.993000	1476.000000	1.000000	0.073919	-0.996725	0.032802	46.177646	0.042938	0.212737	0.086311	1.021409	127.207464	0.166893	0.007900	0.088741	0.038853	24.949109	0.015837	0.028498	0.179676	0.752876	45.165684	121.638963	31.476967	0.585567	0.113572	0.037700	0.004660	0.114017	0.057824	0.217650	0.546390	57.314859	104.434932	35.909617	0.436513	0.604215	0.262545	0.101437	1.000000	
-50.437073	1480.285693	-474.887100	1555.412289	-80.000000	159.997000	1549.000000	1.000000	0.081553	-0.996320	-0.026371	44.674520	0.242367	0.446275	0.498702	14.910890	113.704441	1.152318	0.059030	0.117998	0.195553	23.997907	0.084712	0.135351	1.619487	3.525999	39.844152	128.183399	23.342638	2.578979	0.507275	0.135116	0.042893	0.119211	0.161850	3.502624	3.771115	55.287083	92.209689	28.479377	4.314336	10.840556	0.983656	0.330502	1.000000	
-57.512235	1494.602852	-786.522120	1689.900112	-79.996000	150.004000	1684.000000	1.000000	0.092224	-0.994066	-0.057688	40.077847	1.754218	6.686734	4.541398	33.842697	89.965174	0.776966	0.231394	0.353893	2.603605	19.166074	0.510991	2.653016	11.085875	7.884394	29.983183	112.137316	24.973263	6.567940	3.216126	0.719422	0.268474	0.523297	1.551247	1.724133	5.551153	40.447700	73.239530	29.666540	17.168581	10.198456	15.213768	4.715595	1.000000	
504.738936	1535.368803	-850.781188	1826.457606	-59.999000	150.005000	1821.000000	1.000000	0.069200	-0.997535	-0.011641	34.547160	1.628251	14.572744	5.329278	22.756670	91.477184	1.642742	0.734688	1.155857	2.145414	24.010013	0.923379	2.475099	9.110430	10.973431	24.749633	100.411515	18.695412	13.941968	13.955956	2.074841	2.688337	1.133302	4.161003	3.155568	3.259471	30.225477	74.858837	37.346955	12.548725	14.767897	14.711299	3.831466	1.000000	
506.347197	1517.325406	-513.340546	1679.935233	-60.000000	160.003000	1674.000000	1.000000	0.059140	-0.996855	-0.052754	47.150042	0.477979	3.841645	1.082021	15.696835	98.128032	0.463431	0.306768	0.649047	0.858769	31.345430	0.179454	0.782647	2.142743	2.175393	26.018602	137.766074	17.887798	4.353930	7.950649	0.502266	0.240445	0.421930	0.754842	1.008786	1.240326	48.847236	91.627396	33.478928	9.437540	8.097739	2.466858	2.618420	1.000000	
507.473893	1500.839312	-217.960995	1599.235876	-60.000000	169.999000	1593.000000	1.000000	0.021312	0.992122	0.123451	91.012847	0.200062	0.937671	0.184500	2.003733	86.091987	0.410562	0.091284	0.391970	0.309349	18.366036	0.029587	0.242455	0.651456	0.731376	39.632996	134.755725	22.147244	0.848637	0.792589	0.050789	0.117146	0.488351	0.382983	0.593158	1.190019	81.680665	89.922027	22.063027	1.328625	1.219132	0.790906	0.341107	1.000000	
505.604722	1486.638517	58.319590	1571.346998	-60.116000	180.001000	1565.000000	1.000000	0.046733	0.989012	0.140252	83.878635	0.182327	0.780880	0.166088	0.522753	89.460111	0.675178	0.025536	0.822738	0.197007	23.288747	0.089901	0.211415	0.403443	0.473388	43.378973	120.933609	33.389771	0.466062	0.339870	0.163233	0.150333	0.713985	0.612316	2.528476	3.653288	88.242567	68.347521	33.971607	0.739472	0.482565	0.391089	0.317115	1.000000	
221.745624	1467.034935	55.025143	1484.718960	-70.002000	179.991000	1478.000000	1.000000	-0.042648	-0.999083	-0.003912	47.821234	0.034525	0.461533	0.113013	0.369338	118.958265	0.123093	0.026538	0.470763	0.120214	31.501485	0.042850	0.139315	0.204262	0.486060	43.441418	123.327357	31.550685	0.511186	0.130923	0.122037	0.043906	0.493905	0.257656	0.211603	2.973839	63.533960	97.629802	33.822808	0.299156	0.286513	0.205799	0.284959	1.000000	
218.889992	1483.423186	-206.150946	1513.590232	-69.998000	169.993000	1507.000000	1.000000	-0.084613	0.993278	0.078986	74.409764	0.061178	0.373758	0.096842	1.743950	91.518163	0.238175	0.034255	0.291309	0.127769	31.104836	0.023775	0.076914	0.386637	0.751571	38.500313	128.662904	30.377343	0.814757	0.333665	0.057493	0.014628	0.293184	0.078338	0.332077	0.938719	64.261902	101.078835	30.451347	0.893177	0.981667	0.482316	0.208436	1.000000	
214.708864	1497.063690	-485.109059	1588.279065	-70.000000	159.996000	1582.000000	1.000000	0.092979	-0.994627	-0.045513	49.270284	0.420544	1.035241	0.884854	13.857255	106.495892	0.534659	0.183920	0.384949	0.428662	26.503739	0.137450	0.388247	1.675788	2.046745	29.199771	131.461660	27.740753	5.664729	1.344709	0.232543	0.107606	0.283773	0.399451	1.013574	1.448641	55.906385	96.195443	27.677250	6.974837	7.775155	1.641494	0.683998	1.000000	
210.069994	1512.718727	-803.653556	1725.777039	-69.998000	149.995000	1720.000000	1.000000	-0.126849	0.991458	0.030344	64.639038	3.534970	2.747824	2.987429	14.623539	66.401420	3.024932	2.370454	6.289335	5.057549	28.323509	0.702232	3.473850	12.269462	12.136961	25.371955	105.953202	26.751977	3.964515	7.306042	1.452123	0.617680	1.126871	3.591186	6.241028	5.004353	44.576276	80.345520	20.604516	15.082060	8.356194	9.086591	5.985405	1.000000	
852.973251	1560.908613	-938.052943	2010.955591	-50.000000	149.990000	2006.000000	1.000000	-0.021298	0.998525	-0.049944	64.725371	3.343077	19.065060	3.885861	15.110239	58.636271	1.838772	2.616066	4.917200	6.696689	19.165394	2.928688	10.697325	15.581135	13.253799	23.879122	87.929995	23.834517	9.091407	9.067606	2.650077	1.086329	4.791120	9.956045	12.499194	5.394116	69.311123	43.293593	18.593993	9.956595	16.278838	8.280198	1.645186	1.000000	
849.329309	1537.916620	-564.764185	1845.401417	-49.998000	159.998000	1840.000000	1.000000	-0.055977	0.996897	0.055341	72.427174	1.048402	3.498493	1.744729	6.665528	68.943464	2.455310	2.351954	4.691373	5.359944	30.813629	0.377309	3.565773	6.692375	2.875580	28.698896	120.784705	25.544813	4.748960	4.909020	1.233367	0.569203	0.905792	3.738351	1.781791	1.545244	62.768575	83.748766	22.007923	6.623746	6.919788	9.168832	0.791192	1.000000	
848.528448	1521.585333	-240.193538	1758.668641	-49.999000	170.000000	1753.000000	1.000000	0.031001	0.986743	0.159302	87.776413	0.550860	1.927924	0.800153	2.622225	78.344036	0.524445	0.253572	0.870354	2.633829	23.696188	0.096374	0.710994	1.208848	1.108003	40.607294	120.444158	32.457917	1.237451	1.313631	0.405293	0.410037	0.811408	1.137635	0.772867	0.793612	90.286204	67.315158	28.530238	3.977487	2.092825	3.872755	0.409813	1.000000	
846.159419	1503.893507	63.764766	1726.773693	-50.000000	180.001000	1721.000000	1.000000	-0.035906	-0.980951	-0.190910	34.136709	0.664633	1.641397	0.415075	1.005738	103.687327	0.710180	0.319348	1.171555	0.357007	55.891031	0.260643	0.506199	0.748496	1.013697	40.496881	114.287881	40.709886	0.634047	0.639286	0.333538	0.369446	0.997122	1.581259	0.984734	1.010841	63.339769	46.007096	78.582097	2.904435	3.236162	0.946744	0.409741	1.000000	
-1184.239481	1367.785764	-1036.949370	2085.311737	50.001000	30.010000	2081.000000	2.000000	-0.160453	-0.979241	-0.123863	38.637533	4.824620	31.461833	13.547698	20.909203	50.755701	17.765340	1.692883	4.948476	3.003534	12.453180	11.579180	19.470132	8.069411	8.679361	20.002846	64.228355	33.111120	12.480352	12.993339	3.497319	5.888586	1.545194	8.211478	7.721180	19.956753	55.083389	20.451302	16.171323	12.787879	20.728080	30.741986	6.601435	1.000000	
-1196.791074	1365.965753	-655.186027	1930.657930	50.000000	20.006000	1926.000000	2.000000	-0.117236	-0.992266	-0.040786	48.890001	4.727391	20.938368	15.252675	11.464944	68.340576	8.444172	1.916298	2.795646	2.132776	15.097155	5.870476	5.879852	6.598196	9.220597	24.538448	93.055835	30.804728	5.137779	8.302644	4.643644	5.947801	5.976159	3.953981	7.048513	12.387568	78.036433	30.302265	13.535324	8.740506	7.219614	26.142188	6.657448	1.000000	
-1208.773892	1365.275248	-317.126502	1850.859272	50.001000	10.006000	1846.000000	2.000000	-0.152128	-0.988310	-0.010018	54.452072	6.667879	17.614753	7.005707	7.413895	74.224941	9.730866	1.980872	2.788006	1.151401	16.969609	1.188257	4.829944	5.379573	4.876503	40.730243	98.024401	25.105740	6.917471	4.934887	4.243178	3.769805	2.848373	4.943352	9.282832	13.414055	88.245131	31.225423	16.198347	5.481653	5.044319	16.669583	6.646931	1.000000	
-1215.011096	1362.990043	3.349639	1825.925804	50.077000	0.005000	1821.000000	2.000000	-0.052419	0.996826	-0.059918	31.943409	5.096163	8.676546	2.997950	9.233592	67.003071	10.188632	0.967277	13.185517	2.449577	48.258266	0.343831	2.452967	0.693657	10.743208	39.966387	98.826331	26.621039	13.983901	2.497433	3.188539	0.682706	1.280377	3.541636	13.508075	8.118471	52.084248	44.470634	35.409610	9.329326	9.356454	15.162232	7.738936	1.000000	
-816.978593	1389.321858	-922.062251	1856.843569	59.909000	29.996000	1852.000000	2.000000	-0.078561	0.994327	0.071706	41.002940	3.617727	9.161933	4.281778	14.428682	52.967021	8.083849	2.748940	11.031344	5.815616	46.860169	1.534524	2.572040	5.154055	12.364199	18.645849	98.237144	27.818622	7.332420	16.778311	8.123126	1.439711	0.994793	10.674623	10.494924	6.363182	35.018534	59.696284	32.351981	12.312994	10.083484	15.256574	6.752627	1.000000	
-827.588744	1388.848034	-581.834212	1718.235444	59.911000	19.988000	1713.000000	2.000000	-0.066934	0.997749	-0.003997	55.420363	1.127246	3.668280	2.769318	12.361467	63.969529	6.596119	2.649591	3.325350	2.980333	45.132404	0.840663	1.385081	1.790089	4.721534	28.910798	116.345090	28.545128	10.682163	4.669981	1.345079	0.764393	2.879963	1.801723	4.845455	5.942532	47.193167	81.604371	31.038579	8.027955	6.207285	4.838462	5.620507	1.000000	
-838.190400	1390.126606	-281.270181	1647.461090	59.913000	9.991000	1642.000000	2.000000	0.074797	-0.996852	0.026281	56.943578	0.817081	2.533392	1.449870	4.031662	106.517721	2.715794	0.614044	1.159739	0.468353	22.748768	0.392152	0.884285	0.740357	5.348656	34.549735	121.341402	31.314040	2.952210	1.181316	0.756362	0.539487	0.913693	1.461877	1.848961	3.718838	66.021224	80.233757	37.120673	2.836004	1.721430	2.826765	1.296778	1.000000	
-845.293331	1387.295955	3.762721	1624.538409	59.915000	-0.009000	1619.000000	2.000000	0.110532	-0.976188	0.186653	60.227417	0.411189	0.900960	0.560664	6.942120	89.731619	7.017802	0.230694	0.747485	0.165211	33.064840	0.093678	0.345734	0.238452	7.855865	47.320909	81.511021	53.936227	7.673525	0.434343	0.387514	0.202732	0.418024	3.819565	0.863275	8.854692	72.747169	53.139596	51.540224	6.515307	0.555552	1.078634	0.467961	1.000000	
-541.661982	1419.057659	3.270916	1518.924962	70.047000	0.009000	1513.000000	2.000000	0.039864	-0.991509	0.123774	54.736420	0.314608	0.853868	0.355514	3.748101	115.272043	3.283114	0.066775	0.722732	0.132707	20.514118	0.071221	0.231563	0.271945	4.070869	44.795085	112.410794	36.024947	1.447454	0.315659	0.296939	0.063525	0.425871	0.563715	0.641226	6.914848	75.673902	69.472491	40.591591	3.665570	0.751676	0.895042	0.404068	1.000000	
-534.117270	1416.982039	-262.308374	1536.855569	70.006000	10.002000	1531.000000	2.000000	0.132939	-0.989291	0.060249	51.562407	0.335715	0.885732	0.445317	2.977989	115.173583	5.128374	0.081150	0.437933	0.173144	22.798657	0.097448	0.154436	0.406692	6.361995	36.421442	117.689639	36.966425	1.175948	0.433616	0.238960	0.053398	0.222600	0.423304	0.853206	4.316772	64.745153	88.627657	35.917881	1.561034	1.564232	1.213317	0.554844	1.000000	
-273.641269	1440.371794	3.686808	1466.139162	80.000000	-0.007000	1460.000000	2.000000	-0.007071	0.998812	0.048217	59.718408	0.022633	0.173793	0.076272	0.439571	87.975546	0.224321	0.026833	0.220292	0.042224	51.080108	0.019366	0.060903	0.087495	0.811150	33.084006	119.519264	45.698677	0.556134	0.066255	0.077961	0.018790	0.193453	0.119887	0.157315	4.077951	56.357954	95.272139	42.999454	0.361334	0.200405	0.161571	0.098536	1.000000	
-266.240522	1438.940713	-252.924194	1485.060618	80.000000	9.988000	1479.000000	2.000000	-0.015239	-0.999045	0.040944	60.688561	0.058207	0.199843	0.110082	1.258344	106.409213	0.288945	0.019305	0.107550	0.052415	30.807536	0.022282	0.028575	0.168092	0.981923	46.513742	115.725100	35.987841	0.398383	0.123677	0.050384	0.000000	0.101615	0.082896	0.289520	0.789455	69.691466	98.897453	28.396341	0.484389	0.819772	0.320798	0.126293	1.000000	
-257.567726	1434.611780	-523.794758	1548.810202	80.002000	19.990000	1543.000000	2.000000	0.097200	-0.995232	0.008067	46.638116	0.318049	0.552348	0.575340	12.600768	118.081696	0.468800	0.067808	0.109708	0.196007	20.391361	0.136094	0.102245	0.729215	10.601031	38.218003	130.457493	18.203093	0.816764	0.542703	0.149357	0.044002	0.121386	0.240839	3.706419	3.180806	46.449128	102.758345	26.484942	1.490925	12.129116	3.065507	0.372586	1.000000	
